Series name,Category,Short description,Description,Featured image,Feature set header 1,Feature set description 1,Feature set image 1,Feature set header 2,Feature set description 2,Feature set image 2,Feature set header 3,Feature set description 3,Feature set image 3,Feature set header 4,Feature set description 4,Feature set image 4,Video 1 name,Video 1,Video 2 name,Video 2,Video 3 name,Video 3,Video 4 name,Video 4,Internal document 1 description,Internal document 1
H5CX,Digital timers,,"H 48 x W 48 x D 59 to 78mm
Three-colour display value, red, green or orange
 Models with Instantaneous Contact Outputs 
 0.001 s to 9999 h, 10 ranges 
Input NPN, PNP and contact",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/fea570564035789abd300c6de11e19ff638aefe14ea5a0f1053f757e7da7133a.jpg,,,,,,,,,,,,,,,,,,,,,,
H7EC,Totalisers,,"H 24 x W 48 x D 55.5mm
8 digits, 8.6mm character height
Black or light-grey housing
Dual input speed: 30Hz - 1kHz
Short body: all models have a depth of 48.5mm",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/5a155329915a95107f9540393cfab96aa8bc1208a58262ed50fd3c9e139d671c.jpg,,,,,,,,,,,,,,,,,,,,,,
H7ET,Totalisers,,"H 24 x W 48 x D 55.5mm
7 digits, 8.6mm character height
Black or light-grey housing
Dual time range 999999.9h - 3999d23.9h or 999h59m59s - 9999h59.9m",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/e8f5ae65c12619bfbadc71ae38ba3ce4ef9cc917f97e09458b0b04eca7d4784d.jpg,,,,,,,,,,,,,,,,,,,,,,
H7ER,Totalisers,,"H 24 x W 48 x D 53.5mm
5 digits, 8.6mm character height
Black or light-grey housing
Dual revolution display",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/a91e2b6fb2f86112a53e54da0bc14120b0c53888921fb8d9bc8933ec2fb41c57.jpg,,,,,,,,,,,,,,,,,,,,,,
H7GP,Totalisers,,"Total/timer counter
H 24 x W 48 x D 80mm
Red negative transmissive LCD
6 digits, 8.5mm height
12-24VDC or 100-240VAC",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/d473e3e41cc465939df262eddd3a147eed8a85a51aae77b7227bb6529d50eb36.jpg,,,,,,,,,,,,,,,,,,,,,,
H7HP,Totalisers,,"Total/timer counter
H 36 x W 72 x D 65.8mm
Red negative transmissive LCD
6 digits, 15mm height / 8 digits, 12mm height
12-24VDC or 100-240VAC",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/9904ea8e1d62186cd6fa43ed3b205a0565f44004597063c152251320f20b4593.jpg,,,,,,,,,,,,,,,,,,,,,,
H7CX,Pre-set counters,,"H 48 x W 48 x D 59 to 78mm
Three-colour display value, red, green or orange
Twin counter mode
6-digit model -99999 to 999999, set value -99999 to 999999 or 0 to 999999
Input contact, NPN or PNP",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/c02901c4e5c13914fcac565cef960b9cf7a8c5de794b3fb661b57d059aa9a2ab.jpg,,,,,,,,,,,,,,,,,,,,,,
H7BX,Pre-set counters,,"H 72 x W 72 x D 100mm
Total and preset counter, batch counter, dual counter and tachometer
Two-color display value, red or green
6-digit, -99999 to 999999, set value -99999 to 999999 or 0 to 999999
Input contact, NPN or PNP
Easy operation with a key for each digit",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/770f2dc2145433bbfc287c383732f8d886d2b02250c0211fa4ad0217b590cf71.jpg,,,,,,,,,,,,,,,,,,,,,,
H8PS,Cam positioners,,"H 96 to 121.2 x W 96 x D 60.6 to 67.5 mm
Front-panel / DIN-rail
24VDC
8-, 16- and 32-outputs
NPN/PNP 100mA at 30VDC",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/dd849dba425340a61d22ba8fa6120dc7570919be9b10400fba51e579ad93dd2e.jpg,,,,,,,,,,,,,,,,,,,,,,
ZEN-10C,Programmable Relays,,"DC input/supply units have analogue input + high speed counter
The ZEN-10C4 has RS-485 communication
Expansion available with relay output or transistor output
ZEN-Kits the best choice to start!",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/2eb030b65ffd68a93f891fc557d2fe80a1b9672348433f5b0aba1dcf37ebe4b1.jpg,,,,,,,,,,,,,,,,,,,,,,
ZEN-20C,Programmable Relays,,"ZEN-20C1/C2 expandable up to 44 I/Os
ZEN DC units have analogue input 0-10 VDC
DC models have as well high speed counter 150 Hz.
Expansion available with relay output or transistor output",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/b201fe9ccf7f9b51498a58d850d499dd3151f37a2e2e5f7f36317b4cf9a40357.jpg,,,,,,,,,,,,,,,,,,,,,,
ZEN-8E,Programmable Relays,,"4 inputs, 100 to 240VAC or 12 to 24VDC
4 outputs, either relays or transistors (only DC models)
DIN-rail mounting
H 90 x W 35 x D 56mm",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/5756c97211b11db56b32cb397d6fbd0376449aa9784cf0f0ab863fae75fa6162.jpg,,,,,,,,,,,,,,,,,,,,,,
K3GN,1/32 DIN multi-function,,"Process indicator DC voltage/current
RPM process/tachometer
Digital data display for PC/PLC
Very compact 1/32 DIN housing: H 24 x W 48 x D 83mm
5-digit display with programmable display colour, in red or green",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/c8d2fd2e94439824c1e6e43d61e5696677c4d7ca0808a1ffe74d9c9aba1702d1.jpg,,,,,,,,,,,,,,,,,,,,,,
K3MA-J,1/8 DIN standard indicators,,"DIN-size of H 48 x W 96mm
Highly visible, negative transmissive back-lit LCD display
14.2mm-high characters
5 digits (-19999 to 99999)
Front-panel IP66",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/1e6825076de651ae0c2600f3c26b57f026744f880a9e919e92952f7142c89f15.jpg,,,,,,,,,,,,,,,,,,,,,,
K3MA-L,1/8 DIN standard indicators,,"DIN-size of H 48 x W 96mm
Highly visible, negative transmissive back-lit LCD display
14.2mm-high characters
4 digits
Front-panel IP66",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/5ef5f13365d008ee0ade9b32b62b2f99f7ea08946168d94de09a3359d64c7ce1.png,,,,,,,,,,,,,,,,,,,,,,
K3MA-F,1/8 DIN standard indicators,,"DIN-size of H 48 x W 96mm
Highly visible, negative transmissive back-lit LCD display
14.2mm-high characters
5 digits (-19999 to 99999)
Front-panel IP66",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/4b426e20214ff22b7a880761f3b4f9cd4a74e06ba9e2273759b5ed2afb9cd640.png,,,,,,,,,,,,,,,,,,,,,,
K3HB-X,1/8 DIN advanced indicators,,"Position meter indication for easy monitoring
Optional DeviceNet, RS-232C, RS-485
Double display, with 5 digits, in two colours
Dimensions: H 48 x W 96 x D 100mm",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/f840e7c1135eeb71080504bf54e9a5a0663866df8099499faf43175c8ac8f3f9.jpg,,,,,,,,,,,,,,,,,,,,,,
K3HB-H,1/8 DIN advanced indicators,,"Position meter indication for easy monitoring
Optional DeviceNet, RS-232C, RS-485
Double display, with 5 digits, in two colours
Dimensions: H 48 x W 96 x D 100mm",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/3996fbd3b877ee64d562afe67abc32c2a7663e086fedaec45d6bdd3b55ffbea7.png,,,,,,,,,,,,,,,,,,,,,,
K3HB-V,1/8 DIN advanced indicators,,"Position meter indication for easy monitoring
Optional DeviceNet, RS-232C, RS-485
Double display, with 5 digits, in two colours
Dimensions: H 48 x W 96 x D 100mm",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/db0e1e218d25708871e10060ab9b5919ad297745d30a0ab52c1f449792c9ea04.png,,,,,,,,,,,,,,,,,,,,,,
K3HB-S,1/8 DIN advanced indicators,,"Position meter indication for easy monitoring
Optional DeviceNet, RS-232C, RS-485
Double display, with 5 digits, in two colours
Dimensions: H 48 x W 96 x D 100mm",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/e254e0d68e447852653e0cf04077aca8c65d2c5bba8f75314405a9ab50fd008b.png,,,,,,,,,,,,,,,,,,,,,,
K3HB-C,1/8 DIN advanced indicators,,"Position meter indication for easy monitoring
Optional DeviceNet, RS-232C, RS-485
Double display, with 5 digits, in two colours
Dimensions: H 48 x W 96 x D 100mm",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/eeb1f909d972f6eca53bdf86e4af4f90a86b38678eed4994fd2f36de86b274f7.jpg,,,,,,,,,,,,,,,,,,,,,,
K3HB-P,1/8 DIN advanced indicators,,"Position meter indication for easy monitoring
Optional DeviceNet, RS-232C, RS-485
Double display, with 5 digits, in two colours
Dimensions: H 48 x W 96 x D 100mm",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/71dfe260a7586deeb7c588f8db0e880c1e21ff532b450d0474b378a6b749438a.jpg,,,,,,,,,,,,,,,,,,,,,,
K3HB-R,1/8 DIN advanced indicators,,"Position meter indication for easy monitoring
Optional DeviceNet, RS-232C, RS-485
Double display, with 5 digits, in two colours
Dimensions: H 48 x W 96 x D 100mm",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/ef0cff3e5ac0ef5099715e6da179bb3641c4046a0bd9e2bdd550ddf0b65ec436.jpg,,,,,,,,,,,,,,,,,,,,,,
1/8 DIN indicators accessories,1/8 DIN advanced indicators,,,,,,,,,,,,,,,,,,,,,,,,,
KM1 Series,Smart power monitors,,"Installation time consistently reduced.
Mounting space reduced up to 24% compared to traditional monitoring products.
Reduced number of devices: one platform can measure up to 36 circuits.
Wiring reduced due to high speed innerbus communication and the power supply voltage from the master.
Customizable platform for any applications 
Integrated Energy classification due to customizable internal thresholds
High precision measurements even for currents below 5% of the nominal value.
No VT required / Up to 7 pulse inputs accepted to collect also non electrical information
Equipped with temperature input
Free configuration tool KM//KE1 settings
Dual system monitoring with one unit",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/bb1f430659adc80bb54bf309c398267e1a65cac2ea1278d242f4ceb99aad55b1.jpg,,,,,,,,,,,,,,,,,,,,,,
KM-N2,Smart power monitors,,"Solve design, installation, and operation topics.
You can measure up to four circuits with one power monitor.
Use general-purpose CTs and handle a variety of worksites.
Large, easy-to-read white LCD for improved visibility.
IEC Class 0.5S high-precision measurements (Power monitor only).",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/4ee3625f411be53642f2041e56da79d2c2849784c61ebc29307671f4e75494f8.jpg,,,,,,,,,,,,,,,,,,,,,,
KM-N3,Smart power monitors,,"Solve design, installation, and operation topics.
You can measure up to four circuits with one power monitor.
Use general-purpose CTs and handle a variety of worksites.
Large, easy-to-read white and green LCD for improved visibility.
IEC Class 0.5S high-precision measurements (Power monitor only).",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/23c2d211818042d2f26c14b52c6aa88ba5c0b7872c006a72a1c5a8e2e56a18df.png,,,,,,,,,,,,,,,,,,,,,,
KM50 Series,Smart power monitors,,"Assist energy saving analysis with built in energy classification functionality.
High precision measurements even for currents below 5% of the nominal value through automatic range switchting.
Able to mesure and distinguished consumed and generated power.
Measurement of reactive power and power factor.
Pulse measurement integrated and direct conversion to measure Energy Management KPI (f.i. n. of pcs / kWh).
No VT required, direct voltage detection / openable CTs
Multi-colored display
Modbus communications
Built-in data logging",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/6198ab980e40e469a236ef596a7b86bda63b643d6d64b83eac3947cfea3ba9f0.jpg,,,,,,,,,,,,,,,,,,,,,,
D6FZ-FGT Series,Air flow sensors,,"High accuracy flow measurement
Leakage, usage measurement with one unique product
1 Analogue and 2 pulse outputs
RS485 communications
High degree of protection: IP65 (-FGT200/500)
Mountable to curved pipe
LCD display
Threshold value (peak/bottom/leak)
Auto-tuning for leakage measurements thanks to our Dual Gain Algorithm",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/5e73a7c127d1c3133fc97e1de016abbed00a6e7eff7264a6cd16fb68e6e07a67.jpg,,,,,,,,,,,,,,,,,,,,,,
D6FZ-FGS Series,Air flow sensors,,"High accuracy flow measurement
Simultaneous leakage, usage, pressure and temperature measurement with one unique product
2 Analogue and 2 pulse outputs
RS485 communications
High degree of protection: IP64
Mountable to curved pipe or coupler
Operation indicator
Threshold value (peak/bottom/leak)
Alarm hold",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/b8aaba73c90d840b168faba85153353b07af46d44a829d198af11f380daf86a0.jpg,,,,,,,,,,,,,,,,,,,,,,
ZN Series,Power sensor stations,,"Up to 31 KM50 Power Monitoring Devices can be connected in RS-485 communication or by using wi-fi converter
Multiple ZN can be integrated in an existing LAN network
SD card can be used to stored the monitoring data of the ZN
Graphs and monitored data can be easily represented on your PC through our Energy Viewer software 
Monitoring data can be exported in .csv form",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/ee357910d761b488623761104386153907b22fb58c18679fc09023556982f716.jpg,,,,,,,,,,,,,,,,,,,,,,
R89F-M,AC Axial Fan,,"A rated voltage range of 100 to 240 VAC allows use in 100 VAC and 200 VAC systems. Rotation speed remains constant even with different input voltages
Shorter replacement times, thanks to longer service life
Expected life of 60,000 hours (approximately 6 years) 
Power consumption is reduced by about 72% compared with conventional AC fans
Available in set packages (including finger guards, connector cables and mounting screws)
CE marking and certification according to various standards, including UL and CSA",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/8b01eb9cccf1f0a17c68a59de31625b4875f77a0f341086b93cc8190074b67dd.jpg,,,,,,,,,,,,,,,,,,,,,,
R89F-D,DC Axial Fan,,"Low-voltage input 24 VDC 
Low power consumption 
Shorter replacement times, thanks to longer service life
Expected life of 40,000 hours 
Available in set packages (including finger guards, connector cables and mounting screws)
CE marking and certification according to various standards, including UL and CSA",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/7befe6b05376cf46f7e5020ce21e2a88cd069d782cba49a77d720ac87ff7c56a.jpg,,,,,,,,,,,,,,,,,,,,,,
Electronic Circuit Breaker,Electronic Circuit Breaker,,"4- / 8-channel electronic circuit breakers with adjustable tripping currents from 2 to 10 A 
Thermomagnetic tripping characteristic 
Sequential and load-dependent start-up of the outputs to avoid high inrush currents 
Ability to switch-on high capacitive loads reliably 
Backlit buttons with multi-color LEDs indicate the output status at a glance 
Push-In Plus terminal blocks 
Space saving Value Design for Panel 
UL Class 2 model reduces the costs of applying a safety standard",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/7caf18e994a248dfd4814a2420f4ff1db433f7d2ac6966da1a30ef77644bd075.png,,,,,,,,,,,,,,,,,,,,,,
K6CM-CI2M,Motor condition,,"Since the condition of the motor can be displayed in numeric values on the LCD, the motor condition can be checked without a dedicated tool. The alarm output settings can be made according to the device, with reference to the threshold value that has already been set by default.
Depending on the threshold value setting for alarm output, the condition of the motor can be displayed on an alarm bar in three colors; Green (normal), Orange (warning), and Red (critical).
Equipped with a transistor output that externally outputs the status of the motor and error states of the K6CM-CI2M main unit.
Monitoring can be performed easily on the PC by EtherNet/IP communication and a dedicated tool.
The numeric values of vibrations, temperature, insulation resistance, and current can be monitored by the same dedicated tool.
The trend of the motor condition can be monitored by a dedicated tool, and thus indications of a degradation can be monitored.
Clamp-type CT/ZCT that supports easy post installation. With a clamp-type CT/ZCT, the device can be installed without changing or removing the existing wiring, which makes post-installation easy.
Comes with the self-diagnosis function of the main unit internal circuit and analog sensing circuit.
Push-in Plus Terminal Technology reduces wiring work (double-insertion holes for crossover wiring).
UL listed for easy shipping to North America (ZCT (IRT) is UL recognized).",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/a256d380de82e552a3ddfd1675324e43f49c6c85495927393e66895d9f216b91.jpg,,,,,,,,,,,,,,,,,,,,,,
K6CM-ISM,Motor condition,,"Since the condition of the motor can be displayed in numeric values on the LCD, the motor condition can be checked without a dedicated tool. The alarm output settings can be made according to the device, with reference to the threshold value that has already been set by default.
Depending on the threshold value setting for alarm output, the condition of the motor can be displayed on an alarm bar in three colors; Green (normal), Orange (warning), and Red (critical).
Equipped with a transistor output that externally outputs the status of the motor and error states of the K6CM main unit.
Monitoring can be performed easily on the PC by EtherNet/IP communication and a dedicated tool.
The numeric values of vibrations, temperature, insulation resistance, and current can be monitored by the same dedicated tool.
The trend of the motor condition can be monitored by a dedicated tool, and thus indications of a degradation can be monitored.
Clamp-type CT/ZCT that supports easy post installation. With a clamp-type CT/ZCT, the device can be installed without changing or removing the existing wiring, which makes post-installation easy.
Comes with the self-diagnosis function of the main unit internal circuit and analog sensing circuit.
Push-in Plus Terminal Technology reduces wiring work (double-insertion holes for crossover wiring).
UL listed for easy shipping to North America (ZCT (IRT) is UL recognized).",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/0824cb13de522bee821a8e59c36bfd4f198510c929c32e80e359fb21d733894e.jpg,,,,,,,,,,,,,,,,,,,,,,
